Company,Rating,Good Review,Bad Review,Industry,HQ,Total locations
Priya Cement,4.2,"Job Security, Work Life Balance, Company Culture",Promotions,Building Material,Kurnool,55
Rahee Group,3.9,Work Life Balance,Promotions,Railways,Kolkata,49
Aquasub Engineering,3.8,Not Available,Not Available,Industrial Machinery,Coimbatore,18
Apcer Life Sciences,3.4,Not Available,Not Available,Pharma,New Delhi,10
Lloyds Metals And Energy,3.8,Not Available,Not Available,Metals & Mining,Chandrapur,15
Pharmarack Technologies,3.5,Not Available,Not Available,Pharma,Pune,71
Leixir Dental Group,4.5,Not Available,Not Available,Healthcare,Gurugram,3
Mahendra’s Institute,3.1,Not Available,Not Available,Education & Training,Lucknow,94
Karvy Innotech,2.9,Not Available,Not Available,IT Services & Consulting,New Delhi,44
Wildcraft,3.6,Not Available,Not Available,Fashion & Textile,Bengaluru,51
Lauritz Knudsen Electrical & Automation,4.2,"Company Culture, Work Life Balance, Skill Development",Promotions,Electronics Manufacturing,Mumbai,73
Data-Core Systems,2.9,Not Available,Not Available,IT Services & Consulting,Kolkata,7
Bellsonica Auto Component,3.9,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Auto Components,Gurugram,16
Associated Road Carriers,4.1,"Work Life Balance, Job Security, Company Culture",Promotions,Logistics,Hyderabad,74
TCG Lifesciences,4.1,Not Available,Not Available,Pharma,Kolkata,9
Royal Orchid Hotels,4.0,Not Available,Not Available,Hospitality,Bengaluru,52
Apmosys Technologies,3.1,Not Available,Not Available,IT Services & Consulting,Mumbai,10
Adani Electricity,3.5,Not Available,Not Available,Power,Mumbai,40
T&M Services consulting,3.6,Not Available,Not Available,Recruitment,Mumbai,97
Toshiba JSW Power Systems,4.3,Not Available,Not Available,Industrial Machinery,Chennai,15
Zara,3.5,Not Available,Not Available,Fashion & Textile,New Delhi,23
Johnson Controls Hitachi Air Conditioning,3.7,Not Available,Not Available,Consumer Electronics & Appliances,Ahmedabad,38
Moser Baer,3.9,Not Available,Not Available,Consumer Electronics & Appliances,Noida,13
Utkarsh India,3.6,Not Available,Not Available,Iron & Steel,Kolkata,22
Awign Enterprises,3.6,Not Available,Not Available,Internet,Bengaluru,53
TRL Krosaki Refractories,3.9,Job Security,Promotions,Metals & Mining,Jharsuguda,24
Ven Consulting,3.2,Not Available,Not Available,Recruitment,Bengaluru,65
Campus Activewear,4.1,"Salary, Work Life Balance, Company Culture",Promotions,Fashion & Textile,New Delhi,54
Berar Finance,3.6,Not Available,Not Available,NBFC,Nagpur,98
Trident Hotels,4.0,Not Available,Not Available,Hospitality,Mumbai,19
RedBus,4.1,"Job Security, Work Life Balance, Company Culture","Promotions, Salary",Internet,Bengaluru,22
Sri Aurobindo Society,4.0,Not Available,Not Available,Non-Profit,New Delhi,24
Vedant Fashions,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions,Fashion & Textile,Kolkata,52
Wagh Bakri Tea Group,4.2,"Job Security, Salary, Company Culture",Promotions,Beverage,Ahmedabad,59
Satyam Venture Engineering Services,3.4,Not Available,Not Available,Auto Components,Hyderabad,13
Planetcast,3.6,Job Security,"Promotions, Salary, Company Culture",Media & Entertainment,Noida,15
Kokuyo Camlin,3.7,"Job Security, Work Life Balance","Promotions, Salary",FMCG,Mumbai,66
Enterprise Growth Accelerator,3.5,Not Available,Not Available,Analytics & KPO,Faridabad,10
Sj Contracts,4.2,Not Available,Not Available,Engineering & Construction,Pune,10
Maxxis Rubber,3.5,Not Available,Not Available,Auto Components,Ahmedabad,19
Pranav Vikas India Private Limited,3.7,Not Available,Not Available,Automobile,Faridabad,17
Offshoot Agency,3.3,Not Available,Not Available,IT Services & Consulting,New Delhi,23
Uneecops Technologies,3.7,Job Security,"Promotions, Work Satisfaction",IT Services & Consulting,Noida,27
Toshiba Transmission & Distribution Systems,3.9,"Job Security, Work Life Balance",Promotions,Electrical Equipment,Hyderabad,24
Mobiloitte Technologies,3.0,Not Available,Not Available,IT Services & Consulting,New Delhi,10
Department of Agriculture,4.3,Not Available,Not Available,Agriculture,Bengaluru,146
Endava,3.4,Not Available,Not Available,IT Services & Consulting,Bengaluru,14
Subway,4.2,Not Available,Not Available,Hospitality,New Delhi,67
Birla Cement,4.1,Not Available,Not Available,Building Material,Satna,76
ITSource Technologies,2.8,Not Available,Not Available,IT Services & Consulting,Mumbai,29
Health India Tpa Services,3.2,Not Available,Not Available,Insurance,Mumbai,34
Actalent Services,3.6,Work Life Balance,"Promotions, Salary, Work Satisfaction",Engineering & Construction,Bengaluru,10
Evolent Health International,3.9,"Work Life Balance, Company Culture, Work Satisfaction","Job Security, Promotions",Software Product,Pune,5
Caparo Maruti,4.1,Not Available,Not Available,Auto Components,Gurugram,21
INOX Air Products,4.1,"Job Security, Work Life Balance, Company Culture",Promotions,Oil & Gas,Pune,60
QUADRANT TECHNOLOGIES INDIA PRIVATE LIMITED,3.8,Not Available,Not Available,IT Services & Consulting,Hyderabad,13
Descon Engineering,4.0,Not Available,Not Available,Engineering & Construction,Mumbai,29
Teachnook,2.8,Not Available,Not Available,EdTech,Bengaluru,21
Amoli Organics,3.7,Work Life Balance,Promotions,Pharma,Vadodara,16
Mitra SK,3.9,"Work Life Balance, Skill Development","Promotions, Salary",Other,Kolkata,50
Hyundai Engineering and Construction,4.3,Not Available,Not Available,Engineering & Construction,Chennai,32
Hollister Medical,4.0,"Company Culture, Work Life Balance, Job Security","Promotions, Salary",Medical Equipment,Rewari,13
Hitachi Vantara,3.5,Work Life Balance,"Promotions, Work Satisfaction, Job Security",IT Services & Consulting,Hyderabad,15
N Ranga Rao And Sons,3.8,"Company Culture, Work Life Balance",Promotions,FMCG,Mysuru,80
Tribhovandas Bhimji Zaveri,3.9,"Job Security, Work Life Balance, Salary",Promotions,Metals & Mining,Mumbai,35
Tata Digital,2.3,Not Available,Not Available,IT Services & Consulting,Mumbai,11
Choice Consultancy Services,3.7,Not Available,Not Available,Management Consulting,Mumbai,68
GTPL-KCBPL,4.0,"Company Culture, Work Life Balance, Job Security","Promotions, Salary",Telecom,Kolkata,37
Gujarat Alkalies & Chemicals,4.6,Not Available,Not Available,Chemicals,Bharuch,16
EXEDY,3.8,"Work Life Balance, Job Security","Promotions, Salary",Auto Components,Bengaluru,21
Rithwik Projects,3.9,Salary,Promotions,Engineering & Construction,Hyderabad,60
WPP,2.8,Not Available,Not Available,Marketing & Advertising,Mumbai,12
Vaibhav Global,3.2,Not Available,Not Available,Jewellery,Jaipur,12
Tata Toyo Radiator,Not Available,"Job Security, Skill Development","Promotions, Salary, Company Culture",Auto Components,Pune,12
Syncfusion,3.4,Job Security,"Company Culture, Work Life Balance, Promotions",Software Product,Chennai,6
Time Technoplast,3.7,Not Available,Not Available,Petrochemicals,Mumbai,36
TMF Group,3.7,Work Life Balance,"Promotions, Salary",Financial Services,Pune,13
New Opportunity Consultancy,4.2,Not Available,Not Available,Recruitment,Coimbatore,146
RWS Group,3.6,Work Life Balance,"Promotions, Skill Development, Job Security",IT Services & Consulting,Indore,23
Hygienic Research Institute,3.8,"Work Life Balance, Company Culture, Salary","Promotions, Skill Development",Beauty & Personal Care,Mumbai,62
SEIL Energy India,4.0,"Job Security, Work Life Balance, Company Culture",Promotions,Power,Nellore,38
SBI Payment Services,3.9,Work Life Balance,Promotions,Financial Services,Mumbai,126
Ryan International School,3.2,Not Available,Not Available,Education & Training,Mumbai,47
Gufic Biosciences,3.2,Not Available,Not Available,Pharma,Mumbai,38
Pegasystems,3.5,Not Available,Not Available,Software Product,Hyderabad,6
VST Industries,3.7,Salary,"Promotions, Job Security, Company Culture",FMCG,Hyderabad,90
Treebo Hotels,3.2,Not Available,Not Available,Hospitality,Bengaluru,40
Watchyourhealth.com,4.6,Not Available,Not Available,Emerging Technologies,Thane,4
Avineon India,4.0,"Company Culture, Job Security, Work Life Balance",Promotions,IT Services & Consulting,Hyderabad,10
Light Microfinance,3.8,"Salary, Work Life Balance",Job Security,NBFC,Ahmedabad,120
Hitachi Hi-Rel Power Electronics,3.8,"Job Security, Work Life Balance","Promotions, Salary",Electronics Manufacturing,Ahmedabad,32
Cedcoss Technologies,2.9,Not Available,Not Available,IT Services & Consulting,Lucknow,5
Lalitha Jewellery,4.0,"Work Life Balance, Work Satisfaction, Job Security",Promotions,Jewellery,Chennai,47
Duroflex,3.8,Not Available,Not Available,Furniture & Furnishing,Bengaluru,50
GGS Information Services,3.9,"Work Life Balance, Work Satisfaction, Company Culture",Promotions,IT Services & Consulting,Chennai,11
Eaton India Innovation Center,3.7,"Job Security, Salary","Promotions, Work Satisfaction, Skill Development",Engineering & Construction,Pune,3
HBL Global,4.3,Not Available,Not Available,NBFC,New Delhi,77
TCI Supply Chain Solutions,3.9,Not Available,Not Available,Logistics,Gurugram,60
People Group,3.4,Not Available,Not Available,Internet,Mumbai,31
Harjai Computers,3.2,Not Available,Not Available,Recruitment,Mumbai,14
Emami Paper Mills,4.1,Not Available,Not Available,Pulp & Paper,Balasore,9
Parul University,3.4,Not Available,Not Available,Education & Training,Vadodara,38
Swiss Re,3.8,"Work Life Balance, Company Culture","Promotions, Job Security, Work Satisfaction",Insurance,Bengaluru,7
Suzuki,3.8,Not Available,Not Available,Automobile,Ahmedabad,61
Ben Franklin Opticians,3.9,"Work Life Balance, Work Satisfaction",Promotions,Retail,Hyderabad,111
Qentelli,3.6,Salary,"Job Security, Promotions",IT Services & Consulting,Hyderabad,5
Audi,3.7,Not Available,Not Available,Automobile,New Delhi,56
NCCCL,3.4,Not Available,Not Available,Engineering & Construction,Bengaluru,25
Woodenstreet.com,3.4,Not Available,Not Available,Furniture & Furnishing,Udaipur,29
JSW One Platforms,2.9,Not Available,Not Available,Internet,Mumbai,41
Vini Cosmetics,4.0,"Salary, Work Life Balance","Job Security, Promotions",Beauty & Personal Care,Mumbai,98
Lam Research,3.7,"Company Culture, Salary","Promotions, Work Satisfaction, Job Security",Semiconductors,Bengaluru,4
Carraro,4.0,"Job Security, Work Life Balance",Promotions,Industrial Machinery,Pune,7
Wipro GE Health Care,4.0,Not Available,Not Available,IT Services & Consulting,Bengaluru,35
Ample Technologies,3.7,Not Available,Not Available,IT Services & Consulting,Bengaluru,30
Aarti Drugs,3.5,Not Available,Not Available,Pharma,Mumbai,14
McNROE,3.9,"Salary, Company Culture, Work Life Balance",Promotions,FMCG,Kolkata,67
Ssipl Lifestyle,4.0,"Skill Development, Salary, Work Life Balance",Promotions,Retail,New Delhi,50
Zoomcar,3.7,Not Available,Not Available,Internet,Bengaluru,30
Kalkine Solutions,4.4,Not Available,Not Available,Financial Services,Noida,3
Godrej Infotech,3.7,"Job Security, Work Life Balance","Promotions, Salary, Work Satisfaction",IT Services & Consulting,Mumbai,19
DotPe,3.1,Not Available,Not Available,IT Services & Consulting,Gurugram,24
R.K.M Powergen,3.9,"Work Life Balance, Work Satisfaction",Promotions,Power,Raigarh,18
Council of Scientific and Industrial Research,4.1,"Work Life Balance, Company Culture, Skill Development",Promotions,Government,New Delhi,45
Deenanath Mangeshkar Hospital,3.8,"Job Security, Skill Development","Promotions, Salary",Healthcare,Pune,12
Borosil Glass Works,3.7,Not Available,Not Available,Packaging,Jaipur,39
The Park Hotels,3.9,Job Security,Promotions,Hospitality,Kolkata,26
Lido Learning,2.1,Not Available,Not Available,EdTech,Mumbai,19
METRO Global Solutions Center,3.4,Not Available,Not Available,IT Services & Consulting,Pune,10
RV Solutions,3.7,Work Life Balance,Promotions,IT Services & Consulting,Noida,38
Seth M R Jaipuria School,3.5,Not Available,Not Available,Education & Training,Lucknow,52
A-1 Fence Products,4.0,"Company Culture, Job Security, Skill Development",Salary,Building Material,Mumbai,21
Lobo Staffing Solutions,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions,Recruitment,Mumbai,73
Protiviti India Member,2.7,Not Available,Not Available,Management Consulting,Mumbai,29
Mitsubishi Electric Automotive India,4.4,"Company Culture, Salary, Work Life Balance",Promotions,Automobile,Gurugram,17
Roquette Riddhi Siddhi,3.8,"Company Culture, Work Life Balance","Promotions, Salary",Pharma,Rudrapur,21
Halonix Technologies,3.8,Not Available,Not Available,Consumer Electronics & Appliances,Noida,54
Oil India,4.1,Not Available,Not Available,Oil & Gas,Duliajan,50
DCM Shriram Industries,4.1,"Work Life Balance, Job Security, Salary",Promotions,Chemicals,Meerut,38
SMC Corporation,3.7,Job Security,"Promotions, Company Culture, Skill Development",Medical Equipment,Noida,49
B S R & Co Llp,3.1,Not Available,Not Available,Accounting & Auditing,Mumbai,23
Groww,3.7,Not Available,Not Available,FinTech,Bengaluru,19
Autocomp Corporation Panse,3.5,Not Available,Not Available,Auto Components,Pune,13
Netcore Pvt. Ltd.,4.1,Not Available,Not Available,Marketing & Advertising,Mumbai,13
Udaan India - The Original Visa Company,4.2,Not Available,Not Available,Bengaluru +77 other locations,Not Available,1
Adarsh Credit Co-Operative Society,4.3,Not Available,Not Available,Investment Banking / Venture Capital / Private Equity,Ahmedabad,140
Yamaha Motor India Sales,4.1,"Work Life Balance, Job Security",Promotions,Automobile,Chennai,59
6D Technologies,2.8,Not Available,Not Available,Telecom,Bengaluru,15
Technocon Services,3.3,Not Available,Not Available,Engineering & Construction,Kolkata,40
Coditas Technologies,3.9,Not Available,Not Available,Emerging Technologies,Pune,8
AVL,3.5,Not Available,Not Available,Automobile,Gurugram,25
Balrampur Chini Mills Limited,4.0,Not Available,Not Available,Food Processing,Lucknow,25
Zydex Industries,3.7,Company Culture,Promotions,Chemicals,Vadodara,73
Transguard Group,3.8,Not Available,Not Available,Law Enforcement & Security,Dubai,26
Yara Fertilisers,3.8,Salary,Promotions,Agro Chemicals,Gurugram,64
Worldline,3.6,Work Life Balance,"Promotions, Work Satisfaction, Skill Development",FinTech,Mumbai,16
Shaadi.com,3.4,Salary,"Promotions, Company Culture, Work Satisfaction",Internet,Mumbai,27
Sequel Logistics,4.0,"Job Security, Work Life Balance, Salary",Promotions,Logistics,Bengaluru,49
Yalamanchili Software Exports,3.0,Not Available,Not Available,Software Product,Chennai,13
Jaguar Security Services,4.5,Not Available,Not Available,Law Enforcement & Security,Bengaluru,23
Jumio,3.9,Salary,"Job Security, Skill Development, Promotions",Emerging Technologies,Jaipur,13
Windlas Biotech,4.0,"Work Life Balance, Salary",Promotions,Pharma,Dehradun,16
Hindustan Syringes & Medical Devices,4.0,"Job Security, Salary, Work Life Balance",Promotions,Medical Equipment,Faridabad,18
